total,success,failure,corruptRecords
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 10, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 10, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 10, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 10, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 10, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 11, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 11, 10), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 11, 20), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 11, 30), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 11, 40), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 11, 50), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 12, 0), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 12, 10), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 12, 20), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 12, 30), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 12, 40), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 12, 50), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 13, 0), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 13, 10), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 13, 20), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 13, 30), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 13, 40), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 13, 50), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 14, 0), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 14, 10), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 14, 20), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 14, 30), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 14, 40), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 14, 50), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 15, 0), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 15, 10), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 15, 20), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 15, 30), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 15, 40), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 15, 50), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 16, 0), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 16, 10), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 16, 20), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 16, 30), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 16, 40), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 16, 50), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 17, 0), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 17, 10), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 17, 20), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 17, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 17, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 17, 50), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 18, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 18, 10), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 18, 20), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 18, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 18, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 18, 50), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 19, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 19, 10), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 19, 20), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 19, 30), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 19, 40), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 19, 50), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 20, 0), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 20, 10), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 20, 20), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 20, 30), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 20, 40), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 20, 50), 'Temp_C': '13.86'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 21, 0), 'Temp_C': '13.86'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 21, 10), 'Temp_C': '13.86'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 21, 20), 'Temp_C': '14.16'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 21, 30), 'Temp_C': '14.16'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 21, 40), 'Temp_C': '13.86'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 21, 50), 'Temp_C': '13.86'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 22, 0), 'Temp_C': '13.86'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 22, 10), 'Temp_C': '14.16'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 22, 20), 'Temp_C': '14.16'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 22, 30), 'Temp_C': '13.86'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 22, 40), 'Temp_C': '13.86'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 22, 50), 'Temp_C': '13.86'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 23, 0), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 23, 10), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 23, 20), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 23, 30), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 23, 40), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 17, 23, 50), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 0, 0), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 0, 10), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 0, 20), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 0, 30), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 0, 40), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 0, 50), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 1, 0), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 1, 10), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 1, 20), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 1, 30), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 1, 40), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 1, 50), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 2, 0), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 2, 10), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 2, 20), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 2, 30), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 2, 40), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 2, 50), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 3, 0), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 3, 10), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 3, 20), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 3, 30), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 3, 40), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 3, 50), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 4, 0), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 4, 10), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 4, 20), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 4, 30), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 4, 40), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 4, 50), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 5, 0), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 5, 10), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 5, 20), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 5, 30), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 5, 40), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 5, 50), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 6, 0), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 6, 10), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 6, 20), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 6, 30), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 6, 40), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 6, 50), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 7, 0), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 7, 10), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 7, 20), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 7, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 7, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 7, 50), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 8, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 8, 10), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 8, 20), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 8, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 8, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 8, 50), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 9, 0), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 9, 10), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 9, 20), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 9, 30), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 9, 40), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 9, 50), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 10, 0), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 10, 10), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 10, 20), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 10, 30), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 10, 40), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 10, 50), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 11, 0), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 11, 10), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 11, 20), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 11, 30), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 11, 40), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 11, 50), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 12, 0), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 12, 10), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 12, 20), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 12, 30), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 12, 40), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 12, 50), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 13, 0), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 13, 10), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 13, 20), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 13, 30), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 13, 40), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 13, 50), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 14, 0), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 14, 10), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 14, 20), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 14, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 14, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 14, 50), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 15, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 15, 10), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 15, 20), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 15, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 15, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 15, 50), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 16, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 16, 10), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 16, 20), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 16, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 16, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 16, 50), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 17, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 17, 10), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 17, 20), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 17, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 17, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 17, 50), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 18, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 18, 10), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 18, 20), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 18, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 18, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 18, 50), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 19, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 19, 10), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 19, 20), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 19, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 19, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 19, 50), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 20, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 20, 10), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 20, 20), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 20, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 20, 40), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 20, 50), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 21, 0), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 21, 10), 'Temp_C': '13.86'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 21, 20), 'Temp_C': '13.86'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 21, 30), 'Temp_C': '13.86'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 21, 40), 'Temp_C': '14.16'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 21, 50), 'Temp_C': '13.86'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 22, 0), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 22, 10), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 22, 20), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 22, 30), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 22, 40), 'Temp_C': '13.86'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 22, 50), 'Temp_C': '13.86'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 23, 0), 'Temp_C': '13.86'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 23, 10), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 23, 20), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 23, 30), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 23, 40), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 18, 23, 50), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 0, 0), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 0, 10), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 0, 20), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 0, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 0, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 0, 50), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 1, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 1, 10), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 1, 20), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 1, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 1, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 1, 50), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 2, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 2, 10), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 2, 20), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 2, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 2, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 2, 50), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 3, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 3, 10), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 3, 20), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 3, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 3, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 3, 50), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 4, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 4, 10), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 4, 20), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 4, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 4, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 4, 50), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 5, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 5, 10), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 5, 20), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 5, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 5, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 5, 50), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 6, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 6, 10), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 6, 20), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 6, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 10, 19, 6, 40), 'Temp_C': '13.28'}"
