total,success,failure,corruptRecords
,,,"{'Time_GMT': datetime.datetime(2002, 9, 13, 22, 50), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 13, 23, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 13, 23, 10), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 13, 23, 20), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 13, 23, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 13, 23, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 13, 23, 50), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 0, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 0, 10), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 0, 20), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 0, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 0, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 0, 50), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 1, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 1, 10), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 1, 20), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 1, 30), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 1, 40), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 1, 50), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 2, 0), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 2, 10), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 2, 20), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 2, 30), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 2, 40), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 2, 50), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 3, 0), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 3, 10), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 3, 20), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 3, 30), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 3, 40), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 3, 50), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 4, 0), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 4, 10), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 4, 20), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 4, 30), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 4, 40), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 4, 50), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 5, 0), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 5, 10), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 5, 20), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 5, 30), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 5, 40), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 5, 50), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 6, 0), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 6, 10), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 6, 20), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 6, 30), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 6, 40), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 6, 50), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 7, 0), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 7, 10), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 7, 20), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 7, 30), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 7, 40), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 7, 50), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 8, 0), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 8, 10), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 8, 20), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 8, 30), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 8, 40), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 8, 50), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 9, 0), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 9, 10), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 9, 20), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 9, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 9, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 9, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 10, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 10, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 10, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 10, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 10, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 10, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 11, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 11, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 11, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 11, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 11, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 11, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 12, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 12, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 12, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 12, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 12, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 12, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 13, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 13, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 13, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 13, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 13, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 13, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 14, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 14, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 14, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 14, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 14, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 14, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 15, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 15, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 15, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 15, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 15, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 15, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 16, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 16, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 16, 20), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 16, 30), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 16, 40), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 16, 50), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 17, 0), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 17, 10), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 17, 20), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 17, 30), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 17, 40), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 17, 50), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 18, 0), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 18, 10), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 18, 20), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 18, 30), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 18, 40), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 18, 50), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 19, 0), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 19, 10), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 19, 20), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 19, 30), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 19, 40), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 19, 50), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 20, 0), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 20, 10), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 20, 20), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 20, 30), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 20, 40), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 20, 50), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 21, 0), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 21, 10), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 21, 20), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 21, 30), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 21, 40), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 21, 50), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 22, 0), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 22, 10), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 22, 20), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 22, 30), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 22, 40), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 22, 50), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 23, 0), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 23, 10), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 23, 20), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 23, 30), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 23, 40), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 14, 23, 50), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 0, 0), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 0, 10), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 0, 20), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 0, 30), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 0, 40), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 0, 50), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 1, 0), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 1, 10), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 1, 20), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 1, 30), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 1, 40), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 1, 50), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 2, 0), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 2, 10), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 2, 20), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 2, 30), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 2, 40), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 2, 50), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 3, 0), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 3, 10), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 3, 20), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 3, 30), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 3, 40), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 3, 50), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 4, 0), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 4, 10), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 4, 20), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 4, 30), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 4, 40), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 4, 50), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 5, 0), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 5, 10), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 5, 20), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 5, 30), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 5, 40), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 5, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 6, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 6, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 6, 20), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 6, 30), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 6, 40), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 6, 50), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 7, 0), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 7, 10), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 7, 20), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 7, 30), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 7, 40), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 7, 50), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 8, 0), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 8, 10), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 8, 20), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 8, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 8, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 8, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 9, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 9, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 9, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 9, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 9, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 9, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 10, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 10, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 10, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 10, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 10, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 10, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 11, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 11, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 11, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 11, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 11, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 11, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 12, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 12, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 12, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 12, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 12, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 12, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 13, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 13, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 13, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 13, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 13, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 13, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 14, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 14, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 14, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 14, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 14, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 14, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 15, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 15, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 15, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 15, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 15, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 15, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 16, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 16, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 16, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 16, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 16, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 16, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 17, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 17, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 17, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 17, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 17, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 17, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 18, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 18, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 18, 20), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 18, 30), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 18, 40), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 18, 50), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 19, 0), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 19, 10), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 9, 15, 19, 20), 'Temp_C': '12.42'}"
